pl_name,sy_snum,sy_pnum,pl_orbper,pl_orbsmax,pl_rade,pl_radj,pl_bmasse,pl_bmassj,pl_bmassprov,pl_dens,pl_orbeccen,pl_insol,pl_eqt,pl_orbincl,pl_ratdor,pl_ratror,st_spectype,st_teff,st_rad,st_mass,st_met,st_lum,st_logg,st_age,st_dens,sy_dist,sy_vmag,sy_kmag,sy_gaiamag,pl_class
HD 260655 b,1,2,2.76953,0.02933,1.24,0.111,2.14,0.00673,Mass,6.2,0.039,42.2,709,87.35,14.43,0.02586,M0 V,3803,0.44,0.44,-0.43,-1.44,5.2,5,7.3,10.0055,9.63,5.862,8.876041,Super Earth
HD 260655 c,1,2,5.70588,0.04749,1.533,0.137,3.09,0.00972,Mass,4.7,0.038,16.1,557,87.79,23.37,0.032,M0 V,3803,0.44,0.44,-0.43,-1.44,5.2,5,7.3,10.0055,9.63,5.862,8.876041,Super Earth
HD 28109 b,1,3,22.89104,0.1357,2.199,0.196,18.496,0.05819,Mass,9.56,0.3307,16.23,881,87.725,,0.01441,F8/G0 V,6120,1.45,1.26,0,0.456,4.13,1.1,0.62114,139.611,9.42,8.175,9.29976,Super Earth
HD 3167 b,1,4,0.959641,0.01796,1.67,0.149,4.97,0.01564,Mass,5.6,0,1650,1774,83.4,4.45,0.01725,K0 V,5261,0.88,0.84,0.04,-0.27,4.53,7.8,1.81727,47.2899,8.97,7.066,8.76221,Super Earth
HD 3167 d,1,4,8.4112,0.0763,1.92,0.171,4.33,0.01362,Msini,3.36,0.12,88.9,860,,19.02,,K0 V,5261,0.88,0.84,0.04,-0.27,4.47,7.8,1.81727,47.2899,8.97,7.066,8.76221,Super Earth
HD 39194 b,1,3,5.6368,0.056,1.83,0.163,4,0.01259,Msini,3.59,0.207,,,,,,K0 V,5205,0.78,0.67,-0.61,-0.409,4.53,10,2.57709,26.4131,8.09,6.094,7.85201,Super Earth
HD 39194 d,1,3,33.91,0.185,1.83,0.163,4,0.01259,Msini,3.59,0.333,,,,,,K0 V,5205,0.78,0.67,-0.61,-0.409,4.53,10,2.57709,26.4131,8.09,6.094,7.85201,Super Earth
HD 40307 b,1,5,4.3123,0.0468,1.83,0.163,4,0.0126,Msini,3.59,0.2,,910,,,,K2.5 V,4956,0.72,0.77,-0.31,-0.639,4.47,4.5,3.02559,12.9363,7.17,4.793,6.84367,Super Earth
HD 73583 c,1,2,18.87974,0.1242,2.39,0.213,9.7,0.03052,Mass,3.88,0.08,10.2,498,89.72,41.11,0.03368,K4 V,4511,0.65,0.73,0,-0.76,4.62,0.48,3.69,31.5666,9.67,6.948,9.27033,Super Earth
HD 80653 b,1,2,0.719573,0.01661,1.613,0.144,5.72,0.018,Mass,7.47,0,6130,2463,82.1,2.92,0.0121,G2,5959,1.22,1.18,0.255,0.24,4.34,2.67,0.9,109.86,9.452,8.018,9.30733,Super Earth
HD 85512 b,1,1,58.43,0.26,1.72,0.153,3.6,0.011,Msin(i)/sin(i),3.89,0.11,,298,90,,,K5 V,4300,0.71,0.43,-0.26,-0.775,4.36,5.61,2.92932,11.281,7.67,4.717,7.18726,Super Earth
HD 86226 c,1,2,3.98442,0.049,2.16,0.193,7.25,0.02281,Mass,3.97,0.075,647.9,1311,86.45,10.11,,G1 V,5863,1.05,1.02,0.018,0.072,4.4,4.6,1.233,45.683,7.93,6.463,7.7713,Super Earth
HD 93351 b,1,2,2.45946,0.035,1.69,0.151,3.49611,0.011,Msini,3.98,0.549,,,,,,,5408,0.91,0.94,-0.23,-0.194,4.49,,1.75031,56.163,9.12,7.29,8.94652,Super Earth
HD 93385 b,1,3,7.3426,0.0756,1.88,0.168,4.2,0.01321,Msini,3.47,0.295,,,,,,G2/G3 V,5977,1.18,1.04,0.02,0.207,4.42,3.3,0.93236,43.3475,7.49,6.065,7.33769,Super Earth
HD 93963 A b,2,2,1.0391353,0.02085,1.35,0.12,7.8,0.02454,Mass,17.4,,2898,2042,86.21,4.299,0.0119,G0 V,5987,1.04,1.11,0.1,0.098,4.49,1.4,1.95543,82.3432,9.182,7.776,9.03376,Super Earth
HD 93963 A c,2,2,3.6451398,0.04813,3.228,0.288,19.2,0.06041,Mass,3.14,,543.8,1344,86.31,9.92,0.02838,G0 V,5987,1.04,1.11,0.1,0.098,4.49,1.4,1.95543,82.3432,9.182,7.776,9.03376,Super Earth
HD 96700 c,1,3,19.88,0.141,1.69,0.151,3.5,0.01101,Msini,3.98,0.293,,,,,,G0 V,5845,1.16,0.89,-0.18,0.14,4.39,8.6,1.00305,25.4111,6.51,4.995,6.35547,Super Earth
HD 97658 b,1,1,9.4897116,0.0805,2.12,0.189,8.3,0.02611,Mass,4.8,0.05,41.92,751,89.05,24.2,0.0267,K1 V,5212,0.73,0.85,-0.23,-0.455,4.64,3.9,3.1,21.5618,7.76,5.734,7.5136,Super Earth
HIP 116454 b,2,1,9.0949,0.07765,2.53,0.226,10.1,0.03178,Mass,3.41,0.089,51.4,745,88.43,23.62,0.0311,K1,5089,0.72,0.76,-0.16,-0.471,4.59,2,2.97,62.4491,10.19,8.029,9.93208,Super Earth
HR 858 b,2,3,3.58599,0.048,2.085,0.186,5,0.0157,M-R relationship,3.03,0.3,989.7,1572,85.5,7.87,0.0146,F6 V,6201,1.31,1.15,-0.14,0.371,4.26,,0.717,31.964,6.38,5.149,6.25276,Super Earth
HR 858 c,2,3,5.97293,0.0674,1.939,0.173,4.42,0.0139,M-R relationship,3.33,0.19,512,1326,86.23,11.06,0.01358,F6 V,6201,1.31,1.15,-0.14,0.371,4.26,,0.717,31.964,6.38,5.149,6.25276,Super Earth
K2-101 b,1,1,14.6762429,0.1124,2,0.178,4.66,0.0147,M-R relationship,3.2,0.1,,618,89.26,31.82,0.024,K3,4927,0.76,0.82,0.07,-0.595,4.59,0.79,2.92,188.33,12.892,10.536,12.6619,Super Earth
K2-102 b,1,1,9.915615,0.08279,1.3,0.116,2.24,0.00705,M-R relationship,5.6,0.1,,,89,25.3,0.017,K5,4695,0.71,0.77,0.14,-0.657,4.53,0.79,3.03,188.175,13.083,10.64,12.8466,Super Earth
K2-104 b,1,1,1.9741954,0.0242,1.79,0.16,3.86,0.0121,M-R relationship,3.7,0.09,62.1,798,88.75,10.89,0.034,M2.5e,3712,0.48,0.51,0.18,-1.434,4.78,0.79,5.56106,189.289,15.989,12.014,15.3955,Super Earth
K2-110 b,1,1,13.86375,0.10207,2.592,0.231,15.9,0.05003,Mass,5.02,0.13,27.7,638,89.35,30.8,0.0333,K3 V,5010,0.71,0.74,-0.34,-0.567,4.61,8,3.515,116.474,11.985,9.607,11.6627,Super Earth
K2-111 b,1,2,5.3518,0.0565,1.82,0.162,5.58,0.01756,Mass,5,0.1,490,1309,86.43,9.59,0.01255,G2,5775,1.25,0.84,-0.46,0.279,4.22,13.5,0.6,200.394,11.13,9.377,10.9294,Super Earth
K2-116 b,1,1,4.655411,0.048,0.69,0.062,0.257,0.00081,M-R relationship,4.3,0.06,78.6,,89.09,15.37,0.0094,,4348.35,0.67,0.69,0.01,-0.746,4.64,,2.18936,49.3855,10.8,7.875,10.3281,Terrestrial
K2-117 b,1,2,1.2916,0.0189,2.03,0.181,4.78,0.015,M-R relationship,3.14,0.06,145.8,868,88.36,7.87,0.0363,M1.0 V,3778,0.51,0.54,-0.05,-1.357,4.75,,5.297,101.632,14.639,10.589,13.8012,Super Earth
K2-117 c,1,2,5.444017,0.0492,2.06,0.184,4.9,0.0154,M-R relationship,3.08,0.15,21.4,537,89.49,18.52,0.0368,M1.0 V,3778,0.51,0.54,-0.05,-1.357,4.75,,5.297,101.632,14.639,10.589,13.8012,Super Earth
K2-120 b,1,1,9.562742,0.078,2.01,0.179,4.7,0.0148,M-R relationship,3.18,0.14,35.1,,89.57,24.05,0.0276,,4349.9,0.67,0.69,-0.303,-0.664,,,,289.543874,14.092,11.388,13.9329138,Super Earth
K2-122 b,2,1,2.2193023,0.0373,1.16,0.103,1.65,0.00521,M-R relationship,5.81,0.21,79.9,769,86.39,13.61,0.018,M0,4009,0.59,0.63,0.32,-1.102,4.69,,3.65184,72.0444,13.105,9.275,12.3708,Super Earth
K2-126 b,1,1,7.385655,0.0656,1.97,0.176,4.54,0.0143,M-R relationship,3.26,0.06,35.3,601,89.4,20.29,0.0279,,4339,0.65,0.69,0.02,-0.878,4.66,,2.903,102.953,12.759,9.712,12.4013,Super Earth
K2-128 b,1,1,5.675819,0.056,1.42,0.127,2.6,0.00819,M-R relationship,4.99,0.23,68.8,,87.4,15.46,0.01675,,4469.51,0.78,0.71,-0.26,-0.822,4.7,,3.00478,114.637,12.58,9.815,12.2204,Super Earth
K2-129 b,1,1,8.239493,0.057,1.04,0.093,1.12,0.00352,M-R relationship,5.47,0.13,4.5,,89.21,34.37,0.0266,,3459.09,0.36,0.36,,-1.828,4.87,,10.66281,27.7957,13.639,8.852,12.4624,Super Earth
K2-13 b,1,1,39.91488,0.2114,1.89,0.169,4.23,0.0133,M-R relationship,3.44,,22.8,511,,79.69,0.0226,G3,5698,0.78,0.8,-0.54,-0.135,4.33,,1.72012,342.394,12.882,11.169,12.739,Super Earth
K2-130 b,1,1,2.49412,0.032,1.25,0.112,2.1,0.0066,M-R relationship,5.91,0.17,136.4,,86.53,9.26,0.0154,,4356.47,0.74,0.7,-0.24,-0.799,4.62,,2.72247,118.011,12.676,9.858,12.3253,Super Earth
K2-131 b,1,1,0.3693038,0.00936,1.69,0.151,7.9,0.02486,Mass,8.8,0,4070,2223,85,3,0.0172,,5120,0.76,0.8,-0.04,-0.479,4.61,5.3,2.71,152.509,12.129,10.051,11.8999,Super Earth
K2-133 b,1,4,3.07133,0.03194,1.34,0.12,2.36,0.00742,M-R relationship,5.39,,,,87.6,,0.027,M1.5 V,3655,0.46,0.46,,-1.479,4.77,,6.6302,75.1703,14.073,10.279,13.3245,Super Earth
K2-133 c,1,4,4.86784,0.04341,1.603,0.143,3.2,0.0101,M-R relationship,4.27,,,,88.21,,0.0323,M1.5 V,3655,0.46,0.46,,-1.479,4.77,,6.6302,75.1703,14.073,10.279,13.3245,Super Earth
K2-133 d,1,4,11.02454,0.07487,2.003,0.179,4.67,0.0147,M-R relationship,3.19,,,,89.4,,0.0404,M1.5 V,3655,0.46,0.46,,-1.479,4.77,,6.6302,75.1703,14.073,10.279,13.3245,Super Earth
K2-133 e,1,4,26.5841,0.1346,1.73,0.154,3.64,0.0115,M-R relationship,3.86,,1.8,296,89.164,,0.0348,M1.5 V,3655,0.46,0.46,,-1.479,4.77,,6.6302,75.1703,14.073,10.279,13.3245,Super Earth
K2-136 b,2,3,7.9752,0.0707,1.014,0.09,4.3,0.01353,Mass,24,0.14,33.5,610,89.2,22.2,0.0137,K5.5,4500,0.68,0.74,-0.02,-0.777,4.68,0.65,3.38358,59.2474,11.101,8.368,10.8545,Super Earth
K2-136 c,2,3,17.30713,0.1185,3,0.268,18.1,0.05695,Mass,3.69,0.047,11.91,470,89.7,39.4,0.04064,K5.5,4500,0.68,0.74,-0.02,-0.777,4.68,0.65,3.38358,59.2474,11.101,8.368,10.8545,Super Earth
K2-136 d,2,3,25.575,0.1538,1.565,0.14,3,0.00944,Mass,4.3,0.071,7.07,420,89.4,48.3,0.02119,K5.5,4500,0.68,0.74,-0.02,-0.777,4.68,0.65,3.38358,59.2474,11.101,8.368,10.8545,Super Earth
K2-137 b,1,1,0.179719,0.0058,0.64,0.057,158.915,0.5,Mass,,0,,1471,93.1,2.1,0.02,M3 V,3697,0.29,0.46,-0.059,-1.484,5,,13,98.8765,15.94,10.882,14.4345,Terrestrial
K2-138 b,1,6,2.35309,0.03385,1.51,0.135,3.1,0.00975,Mass,4.9,0.048,486,1157,87.2,8.5,0.016,G8 V,5356.3,0.86,0.94,0.14,-0.287,4.54,2.8,2.064,202.585,12.246,10.305,12.0252,Super Earth
K2-138 d,1,6,5.40479,0.05893,2.39,0.213,7.92,0.02492,Mass,3.1,0.043,160,888,89,14.7,0.02532,G8 V,5356.3,0.86,0.94,0.14,-0.287,4.54,2.8,2.064,202.585,12.246,10.305,12.0252,Super Earth
K2-138 f,1,6,12.75758,0.10447,2.904,0.259,1.63,0.00513,Mass,0.4,0.062,51,653,88.8,26.1,0.03085,G8 V,5356.3,0.86,0.94,0.14,-0.287,4.54,2.8,2.064,202.585,12.246,10.305,12.0252,Terrestrial
K2-141 b,1,2,0.2803244,0.00747,1.51,0.135,4.97,0.01564,Mass,7.93,0,3260,2103,86.3,2.292,0.02088,K7 V,4570,0.68,0.71,0,-0.75,4.62,6.3,3.86,61.8736,11.454,8.401,10.7217,Super Earth
K2-146 b,1,2,2.6446,0.0248,2.05,0.183,5.77,0.01816,Mass,3.69,0.129,20.7,534,88.93,15.25,0.0572,M3.0 V,3385,0.33,0.33,-0.02,-1.824,4.9,5,13.1,79.3002,16.7,11.37,14.9834,Super Earth
K2-146 c,1,2,4.00498,0.0327,2.19,0.195,7.49,0.02358,Mass,3.92,0.075,,,87.54,20.064,0.0612,M3.0 V,3385,0.33,0.33,-0.02,-1.824,4.91,5,13.1,79.3002,16.7,11.37,14.9834,Super Earth
K2-147 b,1,1,0.961918,0.0159,0.73,0.065,0.315,0.00099,M-R relationship,4.45,,200.1,,89.9,7.9,0.0213,,3775,0.31,0.58,-0.1,-1.292,5,,4.2353,90.5494,14.044,9.997,13.1913,Terrestrial
K2-148 b,2,3,4.38395,0.0454,1.33,0.119,2.33,0.00733,M-R relationship,5.44,,48.8,,,16.7,0.0193,,4079,0.63,0.65,-0.11,-0.996,4.65,,2.94262,124.458,13.627,10.292,13.0599,Super Earth
K2-148 c,2,3,6.9226,0.0616,1.73,0.154,3.64,0.0115,M-R relationship,3.86,,26.5,,,27.3,0.0251,,4079,0.63,0.65,-0.11,-0.996,4.65,,2.94262,124.458,13.627,10.292,13.0599,Super Earth
K2-148 d,2,3,9.7579,0.0774,1.64,0.146,3.33,0.0105,M-R relationship,4.15,,16.8,,,36.3,0.0238,,4079,0.63,0.65,-0.11,-0.996,4.65,,2.94262,124.458,13.627,10.292,13.0599,Super Earth
K2-149 b,1,1,11.332,0.083,1.64,0.146,3.33,0.0105,M-R relationship,4.15,,7,,,34.3,0.0264,M1.0 V,3745,0.57,0.59,0.11,-1.31,4.71,,3.93217,123.676,14.543,10.561,13.7795,Super Earth
K2-150 b,1,1,10.59357,0.0727,2,0.178,4.66,0.0147,M-R relationship,3.2,,4.9,,,32.2,0.042,M2.5 V,3499,0.44,0.46,0.09,-1.585,4.82,,8.03564,102.483,15.784,11.249,14.815,Super Earth
K2-151 b,2,1,3.835476,0.0373,1.49,0.133,2.83,0.00889,M-R relationship,4.7,,20.8,566,,17.36,0.0303,M1.5 V,3695,0.45,0.47,-0.19,-1.553,4.8,,6.736,69.4798,14.175,10.117,13.3119,Super Earth
K2-153 b,1,1,7.51574,0.0614,2,0.178,4.66,0.0147,M-R relationship,3.2,,11.8,497,,23.6,0.0348,M3.0 V,3845,0.53,0.55,-0.09,-1.367,4.73,,4.87969,143.125,14.96,11.207,14.2706,Super Earth
K2-154 b,1,2,3.67626,0.0405,1.99,0.178,4.62,0.0145,M-R relationship,3.22,,57.5,715,,14.5,0.0288,M0.0 V,4097,0.63,0.65,0.21,-1.018,4.65,,3.24997,129.356,13.861,10.368,13.3173,Super Earth
K2-154 c,1,2,7.95486,0.0677,2.07,0.185,4.94,0.0155,M-R relationship,3.06,,20.5,552,,24.9,0.03,M0.0 V,4097,0.63,0.65,0.21,-1.018,4.65,,3.24997,129.356,13.861,10.368,13.3173,Super Earth
K2-155 b,1,3,6.342,0.0562,1.8,0.161,3.89,0.0123,M-R relationship,3.67,,19.9,708,88.3,18.5,0.0261,K7,4258,0.58,0.65,-0.3,-1.229,4.6,,5.41,72.7998,12.773,9.496,12.2528,Super Earth
K2-155 d,1,3,40.718,0.1937,1.9,0.17,4.27,0.0134,M-R relationship,3.42,,1.67,381,89.61,63.3,0.0273,K7,4258,0.58,0.65,-0.3,-1.229,4.6,,5.41,72.7998,12.773,9.496,12.2528,Super Earth
K2-156 b,1,1,0.813143,0.0149,1.1,0.098,1.37,0.0043,M-R relationship,5.66,,,1347,89.8,4.4,0.0162,,4460,0.62,0.66,-0.33,-0.838,4.7,,2.68452,150.21,13.4,10.391,12.9484,Super Earth
K2-157 b,1,1,0.365261,0.00979,1,0.089,0.972,0.00306,M-R relationship,5.34,,,,89.7,2.2,0.0107,,5456,0.88,0.94,0.13,-0.21,4.5,,1.67926,298.373,12.942,10.98,12.6419,Terrestrial
K2-158 c,1,2,5.90279,0.0622,1.28,0.114,2.18,0.00687,M-R relationship,5.71,,,948,,11.3,0.0123,,5503,0.95,0.92,0.07,-0.163,4.45,,1.57526,197.299,11.774,9.974,11.6134,Super Earth
K2-16 b,1,3,7.6188,0.0667,2.02,0.18,4.74,0.0149,M-R relationship,3.16,,44.5,658,87.97,19,0.02796,K3 V,4742,0.66,0.68,-0.33,-0.761,4.51,,2.95996,334.967,14.668,12.087,14.3234,Super Earth
K2-162 b,1,1,9.45889,0.0795,1.44,0.128,2.67,0.00839,M-R relationship,4.91,,,631,88.761,23.6,0.019,,4842,0.69,0.75,-0.17,-0.657,4.63,,1.97721,124.433,12.278,9.898,11.9662,Super Earth
K2-165 b,1,3,2.354992,0.032555,1.274,0.114,2.17,0.00682,M-R relationship,5.76,,,,87.083,9.208522,0.01453,,5185,0.8,0.83,-0.05,-0.37,4.46,,2.08241,134.591,11.332,9.536,11.3272,Super Earth
K2-165 c,1,3,4.382745,0.04925,1.554,0.139,3.03,0.00955,M-R relationship,4.44,,,,87.054,10.510761,0.01772,,5185,0.8,0.83,-0.05,-0.37,4.46,,2.08241,134.591,11.332,9.536,11.3272,Super Earth
K2-168 b,1,2,15.8523,0.118347,1.86,0.166,4.12,0.013,M-R relationship,3.52,,,766,89.4,25.42,0.01812,,5502.7,0.83,0.88,-0.13,-0.176,4.46,,1.2704,243.935,12.365,10.549,12.0976,Super Earth
K2-169 b,1,1,6.380803,0.067101,1.273,0.114,2.16,0.00681,M-R relationship,5.75,,,,87.837,13.592261,0.0127,,5548,0.92,0.99,0.26,-0.161,4.56,,1.49832,235.867,12.23,10.371,12.0063,Super Earth
K2-170 b,1,2,7.576544,0.07447,1.418,0.127,2.6,0.00817,M-R relationship,5.01,,,,87.989,14.299758,0.01324,,5748,0.98,0.96,-0.11,0.072,4.34,,1.26996,392.872,12.668,11.075,12.4959,Super Earth
K2-170 c,1,2,12.400047,0.103429,1.802,0.161,3.9,0.0123,M-R relationship,3.66,,,,88.668,20.900713,0.01683,,5748,0.98,0.96,-0.11,0.072,4.34,,1.26996,392.872,12.668,11.075,12.4959,Super Earth
K2-172 b,1,2,14.316941,0.11263,1.666,0.149,3.42,0.0107,M-R relationship,4.06,,,,88.914,25.147602,0.01758,,5569,0.87,0.93,-0.06,-0.232,4.61,,2.1811,249.742,12.5,10.661,12.2809,Super Earth
K2-173 b,1,1,5.868699,0.061018,1.608,0.143,3.22,0.0101,M-R relationship,4.25,,,,87.826,12.982789,0.01749,,5580,0.84,0.88,-0.25,-0.06,4.52,,1.38095,228.641,12.523,10.299,12.1848,Super Earth
K2-175 b,1,1,9.525988,0.090507,2.038,0.182,4.81,0.0151,M-R relationship,3.12,,,,87.494,11.060886,0.01316,,5909,1.42,1.09,0.05,0.419,4.11,,0.3256,247.266,10.836,9.195,10.6251,Super Earth
K2-176 b,1,1,5.329439,0.058492,1.491,0.133,2.83,0.0089,M-R relationship,4.69,,,,88.063,13.810807,0.01582,,5428,0.86,0.94,0.15,-0.348,4.63,,1.2831,247.302,12.909,10.726,12.6504,Super Earth
K2-18 b,1,2,32.939623,0.1429,2.37,0.211,8.92,0.02807,Mass,4.11,0.2,1.01,284,89.579,83.83,0.05375,M2.5 V,3457,0.41,0.36,0.12,-1.597,4.79,,7.07318,38.0266,13.477,8.899,12.4154,Super Earth
K2-180 b,1,1,8.8656511,0.0734,2.52,0.225,11.44182,0.036,Mass,5.6,0,67,802,88.9,21.93,0.032,K2 V,5306,0.72,0.72,-0.5,-0.439,4.57,9.5,3.039,203.896,12.557,10.677,12.4039,Super Earth
K2-183 b,1,3,0.469285,0.01157,1.1,0.098,1.37,0.0043,M-R relationship,5.66,,,,90.1,2.5,0.0117,,5482,0.87,0.94,0.09,-0.138,4.6,,1.47406,329.041,12.867,11.021,12.6702,Super Earth
K2-184 b,1,1,16.9780102,0.1685,1.47,0.131,2.76,0.00869,M-R relationship,4.77,,,533,89.466,48.36,0.018,,5245,0.75,0.84,-0.1,-0.399,4.62,,2.77926,75.5857,10.345,8.38,10.13,Super Earth
K2-185 b,1,2,10.616384,0.093256,1.15,0.103,1.6,0.00505,M-R relationship,5.78,,,809,88.932,21.5,0.0111,,5788,0.94,0.96,-0.1,-0.09,4.48,,2.1067,268.357,12.235,10.68,12.0636,Super Earth
K2-187 b,1,4,0.77401,0.0164,1.2,0.107,1.87,0.00588,M-R relationship,5.95,,,1815,89.7,3.9,0.0132,,5438,0.83,0.97,0,-0.21,4.6,,1.6823,330.916,13.102,11.196,12.8673,Super Earth
K2-187 c,1,4,2.871512,0.0392,1.4,0.125,2.54,0.008,M-R relationship,5.09,,,1173,90.4,9.2,0.0154,,5438,0.83,0.97,0,-0.21,4.6,,1.6823,330.916,13.102,11.196,12.8673,Super Earth
K2-187 e,1,4,13.606629,0.1106,1.9,0.17,4.27,0.0134,M-R relationship,3.42,,,698,90.1,28,0.0206,,5438,0.83,0.97,0,-0.21,4.6,,1.6823,330.916,13.102,11.196,12.8673,Super Earth
K2-188 b,1,2,1.742169,0.0289,1.35,0.12,2.39,0.00752,M-R relationship,5.34,,,1692,83.928,4.67,0.0104,,5977,1.19,1.06,-0.01,0.184,4.31,,0.83646,446.821,12.657,11.149,12.4903,Super Earth
K2-189 b,1,2,2.588309,0.0361,1.52,0.136,2.92,0.0092,M-R relationship,4.57,,,1197,88.113,7.95,0.0159,,5519,0.87,0.94,0,-0.239,4.53,,2.07235,242.113,12.398,10.589,12.2538,Super Earth
K2-19 d,1,3,2.5081,0.0344,1.11,0.099,10,0.03146,Mass,51.4,0,583.5,1252,90.8,7.582944,0.0124,G9 V,5322,0.82,0.88,0.06,-0.305,4.51,8,1.76,289.827,13.024,11.161,12.8153,Super Earth
K2-190 b,1,2,10.098858,0.08828,1.357,0.121,2.41,0.00758,M-R relationship,5.3,,,,88.357,17.225461,0.01364,,5631,0.91,0.9,-0.19,-0.068,4.38,,1.4816,160.679,11.138,9.41,10.9586,Super Earth
K2-190 c,1,2,21.574023,0.146432,1.093,0.098,1.34,0.00421,M-R relationship,5.64,,,,88.977,27.966545,0.01099,,5631,0.91,0.9,-0.19,-0.086,4.38,,1.4816,160.679,11.138,9.41,10.9586,Super Earth
K2-191 b,1,1,2.858646,0.038059,1.579,0.141,3.12,0.00981,M-R relationship,4.36,,,,87.051,8.602679,0.01724,,5176,0.84,0.9,0.31,-0.345,4.57,,1.65547,287.188,13.329,11.077,12.9948,Super Earth
K2-192 b,1,1,4.162817,0.049,1.52,0.136,2.92,0.0092,M-R relationship,4.57,,,939,88.392,17.64,0.0171,,5222,0.81,0.9,0.15,-0.36,4.57,,5.975,221.753,12.656,10.657,12.45,Super Earth
K2-198 c,1,3,3.3596055,0.040752,1.423,0.127,2.61,0.00822,M-R relationship,4.98,,,1230,86.494,8.76,0.013,,5212.9,0.76,0.8,0.094,-0.401,4.6,,2.59636,110.567,10.971,9.228,10.9955,Super Earth
K2-199 b,1,2,3.2253993,0.0382,1.73,0.154,6.9,0.02171,Mass,7.2,0.02,116.2,913,88.8,12.07,0.02346,,4491,0.68,0.71,-0.01,-0.733,4.64,5.04,2.92839,107.518,12.358,9.625,11.9053,Super Earth
K2-200 b,1,1,2.849883,0.0374,1.364,0.122,2.43,0.00766,M-R relationship,5.26,,,,87.968,13.198523,0.0158,,5233,0.79,0.86,-0.04,-0.429,4.71,,2.23187,184.131,12.428,10.375,12.2315,Super Earth
K2-201 b,1,2,1.05979,0.020068,1.4,0.125,2.54,0.008,M-R relationship,5.09,,,,84.414,4.652897,0.01462,,5507,0.88,0.96,0.13,-0.276,4.68,,1.87336,197.932,12.168,10.198,11.9432,Super Earth
K2-203 b,1,1,9.695101,0.082258,1.371,0.122,2.45,0.00772,M-R relationship,5.23,,,,88.43,19.031555,0.01647,,5000,0.76,0.79,-0.07,-0.485,4.43,,2.65477,166.147,12.391,10.206,12.1219,Super Earth
K2-205 b,1,1,26.672263,0.1717451,1.996,0.178,4.64,0.0146,M-R relationship,3.21,,,,89.097,31.035514,0.01698,,5890,1.08,0.95,-0.26,0.194,4.25,,0.75459,405.301,12.45,10.879,12.2509,Super Earth
K2-208 b,1,1,4.190948,0.049656,1.679,0.15,3.46,0.0109,M-R relationship,4.02,,,,88.043,14.156898,0.01785,,5582,0.86,0.93,-0.11,-0.214,4.62,,2.17698,256.887,12.577,10.746,12.3135,Super Earth
K2-209 b,1,1,2.080615,0.0288497,0.869,0.077,0.586,0.00184,M-R relationship,4.92,,,,86.231,8.501853,0.01118,,4720,0.71,0.74,-0.06,-0.588,4.46,,2.25118,76.4986,11.061,8.613,10.7447,Terrestrial
K2-21 c,1,2,15.50192,0.107,2.49,0.222,6.76,0.0213,M-R relationship,5.4,0.21,5.1,420,88.85,35.5,0.03533,M0.0,4222.06,0.65,0.68,-0.11,-0.985,4.83,1,3.1676,83.6448,12.851,9.417,12.2785,Super Earth
K2-210 b,1,1,0.57023,0.01304,0.86,0.077,0.566,0.00178,M-R relationship,4.89,,,,89.2,4.4,0.00874,,5500,0.89,0.91,0,-0.249,4.6,,1.94223,176.51,11.535,9.915,11.5845,Terrestrial
K2-211 b,1,1,0.669532,0.01435,1.3,0.116,2.24,0.00705,M-R relationship,5.6,,,,89.6,3.7,0.0149,,5360,0.79,0.88,-0.04,-0.386,4.7,,2.38468,272.297,13.1547,11.104,12.9329,Super Earth
K2-213 b,1,1,8.13087,0.080938,1.514,0.135,2.9,0.00913,M-R relationship,4.59,,,,87.862,13.24909,0.01153,,5794,1.2,1.07,0.25,0.247,4.25,,0.64207,389.702,11.803,10.656,12.0409,Super Earth
K2-216 b,1,1,2.1748,0.028,1.75,0.156,8,0.02517,Mass,8.2,0,248,1103,86.9,8.3,0.0221,K5 V,4503,0.72,0.7,0,-0.721,4.57,,2.3,115.461,12.403,9.721,12.0576,Super Earth
K2-219 b,1,3,3.901287,0.048821,1.348,0.12,2.38,0.0075,M-R relationship,5.34,,,,86.795,9.031985,0.01039,,5753,1.19,1.02,0.13,0.151,4.23,,0.72546,325.4,12.09,10.424,11.911,Super Earth
K2-219 c,1,3,6.66767,0.06978,1.438,0.128,2.66,0.00837,M-R relationship,4.91,,,,87.269,10.347938,0.01109,,5753,1.19,1.02,0.13,0.151,4.23,,0.72546,325.4,12.09,10.424,11.911,Super Earth
K2-221 b,1,1,2.399094,0.035189,1.679,0.15,3.46,0.0109,M-R relationship,4.02,,,,85.447,6.506267,0.01624,,5716,0.95,1.01,0.13,-0.064,4.57,,1.28588,318.81,12.571,10.852,12.4149,Super Earth
K2-222 b,1,1,15.38857,0.1206,2.35,0.21,8.7,0.02737,Mass,3.68,0.16,96,871,89.12,25.07,0.0201,,5942,1.11,0.99,-0.315,0.139,4.37,7.1,1.25,101.321,9.543,8.105,9.36072,Super Earth
K2-223 b,1,2,0.50557,0.0127,0.89,0.079,0.64,0.00201,M-R relationship,4.99,,,2271,89.7,3.3,0.00801,,5859,1,1.06,0.19,-0.035,4.5,,1.55082,198.604,11.443,9.835,11.2736,Terrestrial
